"seqn","fsd010","fsd160","fsd170n","fsd180","fsd190","fsd200","fsd655","fsd660c","fsd665","fsq650","fsd660m","fsd670","hhfdsec","adfdsec","chfdsec"
8130,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8131,2,1,NA,NA,NA,NA,1,1,6,NA,NA,NA,3,3,3
8132,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8133,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8134,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8135,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8136,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8137,1,1,1,2,NA,NA,1,2,4,NA,NA,NA,1,1,1
8138,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8139,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8140,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8141,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
8142,1,2,NA,NA,NA,NA,1,1,1,NA,NA,NA,3,3,3
8143,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8144,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8145,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
8146,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8147,2,2,NA,NA,NA,NA,1,2,6,NA,NA,NA,1,1,1
8148,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
8149,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8150,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8151,1,1,2,1,12,1,1,1,6,NA,NA,NA,1,1,1
8152,1,1,4,1,12,1,1,1,2,NA,NA,NA,1,1,1
8153,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1
8154,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8155,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8156,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8157,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8158,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8159,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
8160,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8161,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8162,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8163,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
8164,3,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,1
8165,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8166,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8167,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8168,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8169,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8170,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8171,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8172,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1
8173,1,1,1,2,NA,NA,1,2,4,NA,NA,NA,1,1,1
8174,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8175,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8177,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8178,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1
8179,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8180,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2
8181,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8182,1,1,NA,NA,NA,NA,1,1,5,NA,NA,NA,1,1,1
8183,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4
8184,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8185,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8186,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8187,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8188,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8189,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
8190,1,2,7,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8191,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1
8192,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8193,1,1,NA,NA,NA,NA,1,2,4,NA,NA,NA,1,1,1
8194,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8195,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8196,1,9,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,1,1,1
8197,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8198,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8199,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8200,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
8201,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8202,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8203,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA
8204,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8205,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8206,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8207,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8208,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8209,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8210,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8211,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8212,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8213,1,1,NA,NA,NA,NA,1,1,5,NA,NA,NA,2,2,1
8214,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8215,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8216,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8217,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8218,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8219,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8220,3,1,NA,NA,NA,NA,1,1,5,NA,NA,NA,2,2,1
8221,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,NA
8222,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8223,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8224,1,1,2,1,1,1,1,1,1,NA,NA,NA,3,3,3
8225,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8226,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8227,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2
8228,3,2,6,1,3,2,NA,NA,NA,NA,NA,NA,3,3,3
8229,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
8230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8231,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8232,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8233,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8235,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8236,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
8237,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8239,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8240,2,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,3,2,3
8241,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8242,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8243,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8244,2,2,4,1,12,1,NA,NA,NA,NA,NA,NA,4,4,3
8245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8246,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8247,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8248,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8249,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
8250,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8251,1,1,NA,NA,NA,NA,1,1,3,NA,NA,NA,1,1,1
8252,1,1,1,2,NA,NA,NA,NA,NA,1,1,1,3,3,NA
8253,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
8254,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8255,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8256,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
8257,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8258,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8259,2,2,1,1,12,1,NA,NA,NA,NA,NA,NA,4,4,NA
8260,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8261,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8262,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8263,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4
8264,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8265,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8266,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8267,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8268,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
8269,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
8270,1,1,NA,NA,NA,NA,1,2,4,NA,NA,NA,1,1,1
8271,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8272,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8273,1,2,5,1,1,1,2,NA,NA,NA,NA,NA,1,1,1
8274,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1
8275,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8276,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8277,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8278,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8279,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,1
8280,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8281,2,1,NA,NA,NA,NA,1,1,2,NA,NA,NA,3,3,3
8282,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,2,3
8283,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8284,2,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,3,3
8285,1,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8286,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2
8287,3,1,NA,NA,NA,NA,1,1,4,NA,NA,NA,4,4,3
8288,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,1
8289,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
8290,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8291,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8292,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
8293,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8294,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8295,1,1,5,1,12,1,1,1,1,NA,NA,NA,3,3,1
8296,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8297,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,2,2,1
8298,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
8299,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8300,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
8301,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8302,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8303,1,1,5,1,4,2,1,1,6,NA,NA,NA,1,1,1
8304,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8305,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8306,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4
8307,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8308,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
8309,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1
8310,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2
8311,1,2,NA,NA,NA,NA,1,2,3,NA,NA,NA,1,1,1
8312,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8313,2,1,1,2,NA,NA,1,1,3,NA,NA,NA,3,3,1
8314,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8315,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8316,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8317,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8318,2,2,NA,NA,NA,NA,1,2,5,NA,NA,NA,2,2,1
8319,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3
8320,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
8321,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
8322,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8323,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8324,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8325,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8326,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,1,2
8327,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8328,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2
8329,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8330,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
8331,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
8332,2,2,3,1,12,1,NA,NA,NA,NA,NA,NA,3,3,2
8333,2,2,5,1,12,1,1,2,6,NA,NA,NA,3,2,3
8334,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8335,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8336,2,1,NA,NA,NA,NA,1,1,2,NA,NA,NA,3,3,2
8337,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8338,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA
8339,1,1,1,1,6,1,NA,NA,NA,NA,NA,NA,1,1,1
8340,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8341,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8342,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
8343,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2
8344,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8345,2,1,1,2,NA,NA,1,1,NA,NA,NA,NA,3,4,2
8346,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8347,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1
8348,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8349,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8350,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1
8351,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8352,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8353,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8354,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8355,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8356,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,4,4,3
8357,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1
8358,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8359,1,2,6,1,12,1,NA,NA,NA,NA,NA,NA,2,2,1
8360,1,1,NA,NA,NA,NA,1,1,6,NA,NA,NA,1,1,1
8361,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8362,2,1,NA,NA,NA,NA,1,1,4,NA,NA,NA,3,1,3
8363,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8364,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1
8365,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8366,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
8367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8368,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8369,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2
8370,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3
8371,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4
8372,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,1,1
8373,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8374,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8375,1,2,NA,NA,NA,NA,1,2,6,NA,NA,NA,1,1,1
8376,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8377,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8378,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8379,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8380,2,2,4,1,12,1,NA,NA,NA,NA,NA,NA,4,4,3
8381,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8382,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8383,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8384,2,1,1,1,12,1,NA,NA,NA,2,NA,NA,3,3,3
8385,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8386,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8387,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
8388,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8389,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8390,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8391,1,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8392,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8393,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8394,2,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1
8395,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8396,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8397,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8398,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
8399,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
8400,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8401,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8402,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
8403,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8404,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4
8405,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
8406,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8407,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
8408,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8409,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8410,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8411,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
8412,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2
8413,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
8414,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8415,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8416,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8417,2,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1
8418,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
8419,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1
8420,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1
8421,1,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8423,3,1,1,2,NA,NA,1,1,2,NA,NA,NA,4,4,3
8424,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8425,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8426,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8427,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8428,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2
8429,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8430,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1
8431,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
8432,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8433,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
8434,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8435,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
8436,2,2,6,1,12,1,NA,NA,NA,NA,NA,NA,1,1,1
8437,1,1,NA,NA,NA,NA,1,1,5,NA,NA,NA,1,1,1
8438,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8439,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3
8440,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8441,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8442,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8443,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8444,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8445,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
8446,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8447,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
8448,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,NA
8449,3,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,4,4,1
8450,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8451,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8452,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8453,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8454,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
8455,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
8456,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
