"seqn","ocd150","ocq180","ocq210","ocd231","ocd241","ocq260","ocq265","ocd270","ocq290g","ocq290q","ocq380","ocd390g","ocd392","ocd395"
31752,1,40,NA,15,8,1,1,1,2,NA,NA,1,22,348
31755,1,24,1,4,19,1,1,84,1,5,NA,2,NA,NA
31757,1,40,NA,5,22,1,1,60,2,NA,NA,2,NA,NA
31762,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,13,600
31763,1,32,2,12,16,1,5,12,1,1,NA,2,NA,NA
31764,1,40,NA,5,21,1,1,216,2,NA,NA,2,NA,NA
31765,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,420
31767,1,37,NA,11,16,1,1,72,2,NA,NA,1,11,216
31771,1,40,NA,4,1,1,1,18,1,1,NA,1,22,96
31777,1,35,NA,17,14,1,1,4,2,NA,NA,1,19,180
31778,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,13,240
31779,1,28,1,4,20,1,1,24,2,NA,NA,2,NA,NA
31781,1,40,NA,16,11,1,3,36,2,NA,NA,1,10,144
31785,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,480
31786,1,50,NA,4,19,5,1,84,2,NA,NA,2,NA,NA
31787,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,22,84
31788,1,40,NA,16,11,1,1,12,2,NA,NA,2,NA,NA
31789,1,50,NA,19,20,5,5,420,2,NA,NA,2,NA,NA
31790,1,40,NA,18,22,1,2,9,2,NA,NA,2,NA,NA
31793,1,45,NA,18,16,1,2,84,2,NA,NA,2,NA,NA
31795,1,8,2,8,16,6,5,12,2,NA,NA,1,21,204
31796,1,40,NA,9,22,1,1,108,1,1,NA,1,1,180
31799,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,10,60
31800,1,40,NA,15,17,4,1,252,2,NA,NA,2,NA,NA
31801,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
31802,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,17,96
31804,1,40,NA,15,3,4,1,144,2,NA,NA,2,NA,NA
31805,1,25,2,10,9,1,4,12,2,NA,NA,2,NA,NA
31806,1,40,NA,4,19,1,5,12,2,NA,NA,1,13,18
31807,1,80,NA,7,1,1,1,156,2,NA,NA,2,NA,NA
31808,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,228
31813,1,60,NA,19,17,1,1,60,2,NA,NA,2,NA,NA
31814,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,19,384
31816,2,NA,2,16,17,1,2,72,2,NA,NA,2,NA,NA
31819,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,13,2
31820,2,NA,1,7,22,1,1,240,2,NA,NA,2,NA,NA
31821,1,28,2,11,2,1,1,72,2,NA,NA,2,NA,NA
31822,1,20,2,16,10,1,1,60,2,NA,NA,2,NA,NA
31824,1,4,2,14,14,5,5,36,2,NA,NA,1,14,48
31827,1,37,NA,8,17,1,2,8,1,8,NA,1,16,24
31830,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,15,24
31831,1,45,NA,8,20,1,1,84,2,NA,NA,2,NA,NA
31833,1,36,NA,4,19,1,1,0,2,NA,NA,1,19,300
31837,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
31839,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,21,5
31840,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA
31843,1,35,NA,15,22,4,1,72,1,8,NA,1,15,156
31846,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,468
31847,1,42,NA,13,7,1,1,36,2,NA,NA,2,NA,NA
31848,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,16,5
31850,1,15,2,18,13,1,2,4,2,NA,NA,1,20,120
31852,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
31853,1,20,2,18,13,1,2,0,1,1,NA,2,NA,NA
31857,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,180
31858,1,40,NA,11,3,1,1,24,2,NA,NA,1,16,156
31859,1,44,NA,21,17,2,1,204,2,NA,NA,2,NA,NA
31861,1,60,NA,13,3,1,5,24,2,NA,NA,2,NA,NA
31863,2,NA,2,12,16,1,5,12,2,NA,NA,1,16,60
31868,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
31870,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,17,36
31871,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,15,7
31873,1,41,NA,19,20,1,1,108,1,8,NA,2,NA,NA
31874,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,14,48
31877,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,156
31878,1,56,NA,21,4,4,5,396,1,1,NA,2,NA,NA
31880,1,21,2,18,13,1,5,6,1,1,NA,2,NA,NA
31882,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,16,12
31888,1,40,NA,5,21,1,1,6,2,NA,NA,2,NA,NA
31892,1,37,NA,18,13,1,4,7,2,NA,NA,2,NA,NA
31893,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,240
31894,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,21,180
31895,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,360
31897,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,360
31898,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,96
31899,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,19,204
31902,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,10,120
31903,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,336
31905,1,30,2,18,16,1,1,3,2,NA,NA,2,NA,NA
31909,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
31913,1,40,NA,8,16,1,1,60,2,NA,NA,1,17,120
31914,1,44,NA,4,19,1,1,264,2,NA,NA,2,NA,NA
31919,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,36
31920,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
31921,1,36,NA,14,21,1,4,11,2,NA,NA,1,16,24
31922,1,70,NA,13,4,1,1,84,2,NA,NA,2,NA,NA
31923,1,40,NA,15,22,4,1,144,2,NA,NA,2,NA,NA
31924,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,13,12
31926,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,72
31929,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,17,6
31930,1,48,NA,8,16,1,2,4,2,NA,NA,2,NA,NA
31931,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
31936,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,17,24
31937,1,40,NA,15,3,3,1,60,2,NA,NA,2,NA,NA
31939,1,48,NA,7,21,1,3,12,2,NA,NA,2,NA,NA
31941,1,35,NA,7,1,1,1,708,2,NA,NA,2,NA,NA
31943,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,444
31944,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,276
31945,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,288
31946,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,16,180
31947,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,11,156
31948,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,13,36
31953,1,45,NA,15,8,4,1,120,2,NA,NA,2,NA,NA
31957,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
31958,1,40,NA,5,17,1,1,180,2,NA,NA,2,NA,NA
31959,1,32,1,11,9,1,1,312,1,2,NA,2,NA,NA
31960,1,40,NA,6,22,1,1,4,2,NA,NA,2,NA,NA
31961,1,30,1,16,14,1,1,12,1,5,NA,2,NA,NA
31962,1,35,NA,20,22,1,1,24,2,NA,NA,1,14,204
31964,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,480
31966,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,8,276
31967,1,24,1,6,21,1,1,300,2,NA,NA,2,NA,NA
31970,1,40,NA,16,11,1,4,5,2,NA,NA,1,17,18
31972,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,300
31973,1,48,NA,4,19,1,1,12,2,NA,NA,1,18,60
31974,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
31975,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,17,156
31976,1,40,NA,16,11,4,4,204,2,NA,NA,2,NA,NA
31978,1,55,NA,9,22,1,1,132,2,NA,NA,2,NA,NA
31979,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,300
31980,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
31983,1,40,NA,3,17,99,1,24,2,NA,NA,1,16,3
31985,1,40,NA,11,2,1,1,84,2,NA,NA,2,NA,NA
31987,1,40,NA,5,21,1,1,96,2,NA,NA,2,NA,NA
31989,1,60,NA,8,21,1,1,5,2,NA,NA,2,NA,NA
31990,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,14,156
31991,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,12
31992,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,348
31993,1,38,NA,16,17,3,1,432,2,NA,NA,2,NA,NA
31994,1,40,NA,19,20,1,1,1,2,NA,NA,2,NA,NA
31996,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,12
31997,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,360
31998,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
31999,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
32000,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
32001,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,15,240
32003,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA
32006,1,26,2,8,16,1,2,6,1,1,NA,1,21,12
32007,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,96
32008,1,40,NA,8,16,5,1,48,2,NA,NA,2,NA,NA
32011,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,10,480
32012,1,40,NA,5,21,1,1,108,2,NA,NA,2,NA,NA
32013,1,60,NA,15,8,1,1,144,2,NA,NA,2,NA,NA
32014,1,31,1,16,10,1,3,1,2,NA,NA,2,NA,NA
32015,1,23,1,21,17,3,1,288,2,NA,NA,2,NA,NA
32016,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,12
32017,1,28,2,18,13,1,1,12,2,NA,NA,2,NA,NA
32018,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,1
32019,1,20,2,18,13,1,2,0,2,NA,NA,2,NA,NA
32020,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,144
32022,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,20,168
32024,1,65,NA,19,20,5,1,300,1,10,NA,2,NA,NA
32026,1,10,2,18,13,1,4,1,2,NA,NA,1,15,3
32027,1,50,NA,4,19,1,1,9,2,NA,NA,2,NA,NA
32028,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,7,1
32030,1,109,NA,1,1,5,5,708,2,NA,NA,1,5,408
32031,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,16,2
32033,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
32035,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,372
32036,1,35,NA,8,16,1,4,72,1,2,NA,2,NA,NA
32037,1,40,NA,4,19,1,1,24,1,1,NA,1,21,48
32038,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,19,180
32039,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,504
32040,1,48,NA,4,19,1,1,24,2,NA,NA,1,15,60
32042,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,22,372
32044,1,40,NA,15,1,4,1,108,2,NA,NA,2,NA,NA
32045,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,156
32046,1,50,NA,17,15,1,1,60,1,8,NA,2,NA,NA
32047,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
32048,1,36,NA,16,11,1,1,48,1,1,NA,2,NA,NA
32055,1,36,NA,8,17,1,2,48,2,NA,NA,2,NA,NA
32059,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,420
32061,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,180
32062,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,18,372
32066,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,22,420
32067,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,11,36
32068,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,15,60
32070,1,48,NA,4,19,1,1,5,1,8,NA,2,NA,NA
32071,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,22,36
32073,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
32075,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,13,84
32076,1,25,2,18,16,1,4,8,2,NA,NA,2,NA,NA
32078,1,15,2,16,13,1,2,6,2,NA,NA,2,NA,NA
32079,1,40,NA,9,17,2,1,192,1,0,NA,1,17,192
32081,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
32082,1,10,1,9,22,5,5,72,2,NA,NA,2,NA,NA
32084,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,240
32085,1,40,NA,6,21,1,1,36,2,NA,NA,2,NA,NA
32086,1,40,NA,9,21,1,1,96,2,NA,NA,2,NA,NA
32088,1,36,NA,18,13,1,2,1,1,2,NA,1,14,2
32089,1,40,NA,15,2,1,4,5,2,NA,NA,1,17,48
32091,1,40,NA,4,19,1,1,24,2,NA,NA,2,NA,NA
32093,1,40,NA,21,5,3,1,108,2,NA,NA,1,19,240
32094,1,50,NA,12,1,1,1,48,2,NA,NA,2,NA,NA
32097,1,40,NA,17,14,99,2,11,1,8,NA,2,NA,NA
32098,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,19
32099,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,21,48
32104,1,55,NA,5,1,1,1,120,2,NA,NA,2,NA,NA
32107,1,40,NA,13,4,1,1,264,1,1,NA,2,NA,NA
32109,1,70,NA,18,13,1,4,36,2,NA,NA,2,NA,NA
32110,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,21,156
32111,1,60,NA,16,15,1,1,8,2,NA,NA,1,16,24
32112,1,45,NA,13,2,1,1,204,2,NA,NA,2,NA,NA
32113,1,14,2,15,15,3,1,60,2,NA,NA,1,21,240
32114,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,144
32115,1,44,NA,21,17,4,3,36,2,NA,NA,2,NA,NA
32118,1,68,NA,9,22,1,1,12,2,NA,NA,2,NA,NA
32120,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,360
32122,1,32,1,11,17,1,1,1,2,NA,NA,1,17,36
32127,1,40,NA,15,8,1,1,216,2,NA,NA,2,NA,NA
32129,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,396
32130,1,18,2,18,16,1,1,4,2,NA,NA,1,13,15
32132,1,40,NA,15,17,99,1,72,2,NA,NA,2,NA,NA
32133,2,NA,1,21,2,2,1,72,2,NA,NA,2,NA,NA
32134,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,17,6
32135,1,10,1,15,8,3,1,132,2,NA,NA,2,NA,NA
32136,1,32,2,16,7,1,1,36,2,NA,NA,2,NA,NA
32137,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
32138,1,10,2,14,17,1,1,36,2,NA,NA,1,11,48
32140,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,384
32141,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,13,108
32143,1,40,NA,10,22,1,1,252,2,NA,NA,2,NA,NA
32145,1,40,NA,17,13,1,4,0,2,NA,NA,1,15,12
32148,1,40,NA,4,19,4,1,0,2,NA,NA,1,22,24
32149,1,45,NA,10,16,1,1,5,2,NA,NA,1,17,60
32150,1,52,NA,16,10,1,2,108,2,NA,NA,2,NA,NA
32151,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA
32152,1,32,1,16,15,1,1,0,2,NA,NA,1,15,4
32153,1,41,NA,8,16,1,4,2,2,NA,NA,1,22,72
32154,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,168
32156,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,24
32161,1,40,NA,12,17,1,1,12,2,NA,NA,2,NA,NA
32162,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
32163,1,42,NA,4,14,1,1,60,2,NA,NA,2,NA,NA
32164,1,40,NA,8,22,1,4,72,1,1,NA,2,NA,NA
32165,1,40,NA,14,14,1,1,3,1,0,NA,2,NA,NA
32166,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,17,12
32167,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,20,432
32168,1,15,2,8,22,1,1,36,2,NA,NA,1,21,96
32169,2,NA,1,19,15,5,5,18,2,NA,NA,2,NA,NA
32172,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
32173,1,15,2,9,22,1,4,48,2,NA,NA,1,16,24
32175,1,60,NA,16,5,1,5,300,2,NA,NA,2,NA,NA
32176,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA
32177,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA
32179,1,40,NA,18,14,1,1,144,1,8,NA,2,NA,NA
32180,1,28,2,16,10,1,1,7,2,NA,NA,2,NA,NA
32181,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,252
32183,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,36
32185,1,9,1,5,21,1,1,3,2,NA,NA,2,NA,NA
32186,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,13,13
32189,1,45,NA,4,19,1,1,168,2,NA,NA,2,NA,NA
32193,1,30,2,17,12,1,1,180,1,1,NA,1,1,240
32194,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,18,600
32197,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,18,48
32198,1,25,2,8,16,1,2,5,2,NA,NA,1,13,24
32199,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,36
32200,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,14,312
32201,1,32,2,16,10,1,1,84,2,NA,NA,2,NA,NA
32202,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,600
32203,1,50,NA,6,22,1,3,12,2,NA,NA,2,NA,NA
32204,1,60,NA,11,2,1,1,3,2,NA,NA,2,NA,NA
32205,1,40,NA,16,11,2,1,14,1,1,NA,1,21,48
32207,1,40,NA,16,22,1,1,12,2,NA,NA,1,19,120
32208,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,15,144
32211,1,50,NA,12,16,5,1,300,2,NA,NA,2,NA,NA
32212,1,96,NA,16,10,1,4,276,1,2,NA,2,NA,NA
32213,1,16,2,8,16,1,1,24,2,NA,NA,2,NA,NA
32214,1,35,NA,9,22,1,1,60,1,2,NA,1,20,180
32216,1,40,NA,15,8,3,1,276,2,NA,NA,2,NA,NA
32217,1,20,2,8,22,1,1,8,2,NA,NA,2,NA,NA
32219,1,45,NA,19,22,1,1,24,1,1,NA,2,NA,NA
32220,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,180
32221,1,44,NA,21,19,4,1,204,1,5,NA,2,NA,NA
32223,1,20,1,8,16,1,4,0,1,1,NA,2,NA,NA
32224,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
32225,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,12
32226,1,60,NA,9,22,5,1,24,2,NA,NA,1,16,72
32229,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,300
32230,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
32231,1,22,2,18,13,1,2,18,2,NA,NA,2,NA,NA
32239,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,120
32240,1,45,NA,14,17,1,1,72,2,NA,NA,2,NA,NA
32241,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,15,48
32242,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,36
32245,1,50,NA,7,1,1,1,36,2,NA,NA,2,NA,NA
32246,1,36,NA,6,21,1,3,5,2,NA,NA,2,NA,NA
32249,1,40,NA,9,17,3,4,24,2,NA,NA,1,13,84
32250,1,40,NA,15,8,1,1,72,2,NA,NA,2,NA,NA
32251,1,60,NA,7,22,1,1,18,1,6,NA,1,19,84
32254,1,40,NA,14,16,1,1,12,2,NA,NA,1,1,384
32255,1,46,NA,19,20,1,1,7,1,9,NA,1,20,48
32256,1,40,NA,14,14,1,1,72,2,NA,NA,2,NA,NA
32257,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,5
32262,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
32265,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,13,120
32266,1,50,NA,10,20,1,1,4,2,NA,NA,1,9,48
32267,1,60,NA,12,16,5,5,240,1,3,NA,2,NA,NA
32268,1,30,2,19,14,1,1,108,2,NA,NA,1,21,312
32270,1,25,1,15,22,1,1,240,2,NA,NA,2,NA,NA
32271,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,384
32272,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,22,228
32273,1,38,NA,4,19,1,1,2,2,NA,NA,2,NA,NA
32279,1,40,NA,10,9,5,5,132,2,NA,NA,2,NA,NA
32280,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,24
32283,1,40,NA,5,22,1,1,72,2,NA,NA,1,2,264
32286,1,30,2,9,22,1,5,8,2,NA,NA,1,17,12
32287,1,40,NA,4,19,4,1,180,1,8,NA,2,NA,NA
32290,1,28,2,18,13,1,5,4,2,NA,NA,2,NA,NA
32292,2,NA,1,10,17,1,1,36,2,NA,NA,2,NA,NA
32293,1,9,1,18,13,1,3,24,2,NA,NA,2,NA,NA
32294,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA
32295,1,45,NA,7,16,1,1,204,2,NA,NA,2,NA,NA
32296,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,20,240
32297,1,50,NA,7,16,4,1,12,2,NA,NA,1,3,84
32298,1,40,NA,8,16,1,2,168,1,8,NA,2,NA,NA
32300,1,37,NA,21,1,4,1,204,2,NA,NA,2,NA,NA
32303,1,40,NA,8,17,1,1,72,2,NA,NA,2,NA,NA
32304,1,40,NA,19,21,1,1,1,2,NA,NA,1,20,84
32305,1,42,NA,19,22,1,4,1,2,NA,NA,1,18,36
32309,1,10,2,18,17,1,1,30,2,NA,NA,2,NA,NA
32312,1,8,2,19,15,1,2,204,2,NA,NA,1,1,360
32316,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,252
32317,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
32319,1,6,2,17,15,1,1,24,2,NA,NA,2,NA,NA
32321,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,336
32324,1,40,NA,13,7,1,1,12,2,NA,NA,1,20,24
32325,1,55,NA,14,20,4,2,36,2,NA,NA,2,NA,NA
32326,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,17,1
32327,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,480
32328,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,108
32333,2,NA,1,15,13,3,1,48,2,NA,NA,1,13,156
32334,1,87,NA,4,22,1,1,24,1,2,NA,1,14,240
32335,1,40,NA,13,4,1,1,168,2,NA,NA,2,NA,NA
32338,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,10,72
32342,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,17,240
32343,1,40,NA,7,17,1,1,324,2,NA,NA,2,NA,NA
32345,1,40,NA,21,3,2,1,3,2,NA,NA,2,NA,NA
32349,1,40,NA,5,21,1,3,8,2,NA,NA,1,15,48
32350,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,12,276
32355,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,18,300
32357,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,22,60
32358,1,40,NA,5,21,1,1,108,2,NA,NA,2,NA,NA
32359,1,40,NA,21,10,2,1,120,2,NA,NA,2,NA,NA
32360,1,45,NA,8,17,1,1,24,2,NA,NA,2,NA,NA
32361,1,30,1,4,19,1,5,12,2,NA,NA,1,18,18
32362,1,40,NA,6,21,1,1,36,2,NA,NA,2,NA,NA
32363,1,60,NA,16,15,3,1,48,2,NA,NA,1,16,168
32368,1,60,NA,8,21,1,5,120,2,NA,NA,2,NA,NA
32370,1,45,NA,6,5,1,1,48,2,NA,NA,1,1,120
32372,1,50,NA,16,10,4,5,24,2,NA,NA,1,14,60
32375,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
32377,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,13,84
32378,1,40,NA,18,21,1,1,9,2,NA,NA,2,NA,NA
32381,1,18,2,15,9,3,5,36,2,NA,NA,2,NA,NA
32382,1,20,2,15,8,1,1,96,2,NA,NA,2,NA,NA
32383,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,14,18
32385,1,59,NA,14,19,1,1,12,1,1,NA,1,19,10
32386,1,40,NA,5,16,1,1,48,2,NA,NA,1,1,72
32388,1,20,1,9,22,1,5,132,2,NA,NA,2,NA,NA
32389,1,41,NA,4,19,1,1,1,1,8,NA,1,13,12
32391,2,NA,1,14,15,1,1,48,2,NA,NA,2,NA,NA
32393,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
32394,1,38,NA,8,17,1,1,4,2,NA,NA,2,NA,NA
32395,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
32396,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,3
32400,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
32401,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,16,156
32403,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,480
32404,1,30,2,8,16,1,4,3,2,NA,NA,1,13,48
32405,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,17,60
32406,1,25,2,1,18,5,5,360,2,NA,NA,2,NA,NA
32408,1,40,NA,5,22,1,1,72,2,NA,NA,2,NA,NA
32409,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
